শাংথনা	ꯁꯥꯡꯊꯅꯥ
ষ্ট্রাইকনচিংবা	ꯁ꯭ꯇ꯭ꯔꯥꯢꯛꯅꯆꯤꯡꯕꯥ
দেরাদুন	ꯗꯦꯔꯥꯗꯨꯟ
হানখি	ꯍꯥꯟꯈꯤ
শ্রীংগেরিদা	ꯁ꯭ꯔꯤꯡꯒꯦꯔꯤꯗꯥ
থৈরগা	ꯊꯩꯔꯒꯥ
ভিল্লিগী	ꯚꯤꯜꯂꯤꯒꯤ
তোকপদি	ꯇꯣꯛꯄꯗꯤ
শম	ꯁꯝ
শাউলাক্পা	ꯁꯥꯎꯂꯥꯛꯄꯥ
সঞ্জিব	ꯁꯟꯖꯤꯕ
শাগী	ꯁꯥꯒꯤ
মায়	ꯃꯥꯢ
সেনাম	ꯁꯦꯅꯥꯃ
এনভাইরোনমেন্তেল	ꯑꯦꯟꯚꯥꯢꯔꯣꯟꯃꯦꯟꯇꯦꯜ
শ্রীভন	ꯁ꯭ꯔꯤꯚꯟ
চঙ্শিন্খিবদা	ꯆꯪꯁꯤꯟꯈꯤꯕꯗꯥ
পঙ্থিন্দা	ꯄꯪꯊꯤꯟꯗꯥ
হেল্লবোইরে	ꯍꯦꯜꯂꯕꯣꯢꯔꯦ
খরসিগী	ꯈꯔꯁꯤꯒꯤ
এদিসন	ꯑꯦꯗꯤꯁꯟ
হভেলি	ꯍꯚꯦꯂꯤ
য়াওব্রা	ꯌꯥꯎꯕ꯭ꯔꯥ
মর্ফুতরুকশুবা	ꯃꯔꯐꯨꯇꯔꯨꯛꯁꯨꯕꯥ
মাইচৌ	ꯃꯥꯢꯆꯧ
হৌজিকক	ꯍꯧꯖꯤꯀꯛ
জেব্লিন	ꯖꯦꯕ꯭ꯂꯤꯟ
নীপাল্খক	ꯅꯤꯄꯥꯜꯈꯛ
লিংবীনবা	ꯂꯤꯡꯕꯤꯅꯕꯥ
তান্ননা	ꯇꯥꯟꯅꯅꯥ
ফংলকখ্রবশিংগী	ꯐꯪꯂꯛꯈ꯭ꯔꯕꯁꯤꯡꯒꯤ
নংহনখিবগী	ꯅꯪꯍꯟꯈꯤꯕꯒꯤ
মীহাত্পা	ꯃꯤꯍꯥꯠꯄꯥ
পোরিবোতোন	ꯄꯣꯔꯤꯕꯣꯇꯣꯅ
ট্যুসনশিং	ꯇ꯭ꯌꯨꯁꯟꯁꯤꯡ
কন্দোলেন্স	ꯀꯟꯗꯣꯂꯦꯟ꯭ꯁ
মল্তি	ꯃꯜꯇꯤ
লান্মীশিং	ꯂꯥꯟꯃꯤꯁꯤꯡ
হৈঙান	ꯍꯩꯉꯥꯟ
মিস	ꯃꯤꯁ
থোকপদা	ꯊꯣꯛꯄꯗꯥ
তাবদসু	ꯇꯥꯕꯗꯁꯨ
প্রিফরেন্স	ꯄ꯭ꯔꯤꯐꯔꯦꯟ꯭ꯁ
কনটেষ্ট	ꯀꯟꯇꯦꯁ꯭ꯇ
গবর্গমেন্ট	ꯒꯕꯔ꯭ꯒꯃꯦꯟ꯭ꯇ
লোইখি	ꯂꯣꯢꯈꯤ
য়াইরিপোকনচিংবা	ꯌꯥꯢꯔꯤꯄꯣꯛꯅꯆꯤꯡꯕꯥ
থাদোরকপদা	ꯊꯥꯗꯣꯔꯛꯄꯗꯥ
হজারি	ꯍꯖꯥꯔꯤ
ওইদ্রিব্রা	ꯑꯣꯢꯗ꯭ꯔꯤꯕ꯭ꯔꯥ
পাউশিংসু	ꯄꯥꯎꯁꯤꯡꯁꯨ
মহারস্ত্রাদা	ꯃꯍꯥꯔꯁꯇ꯭ꯔꯥꯗꯥ
তৌনৈ	ꯇꯧꯅꯩ
ইলানা	ꯏꯂꯥꯅꯥ
নিপানদগী	ꯅꯤꯄꯥꯅꯗꯒꯤ
লৈররোইদবা	ꯂꯩꯔꯔꯣꯢꯗꯕꯥ
অহায়বসি	ꯑꯍꯥꯢꯕꯁꯤ
চৎথোক্লবদি	ꯆꯠꯊꯣꯛꯂꯕꯗꯤ
দিনদোরি	ꯗꯤꯟꯗꯣꯔꯤ
কুমশিদি	ꯀꯨꯝꯁꯤꯗꯤ
থীবগী	ꯊꯤꯕꯒꯤ
টেব্লেৎনি	ꯇꯦꯕꯂꯦꯠꯅꯤ
হূখিবা	ꯍꯨꯈꯤꯕꯥ
শিলহল্লে	ꯁꯤꯜꯍꯜꯂꯦ
ক্রোসিং	ꯀ꯭ꯔꯣꯁꯤꯡ
তুমনা	ꯇꯨꯝꯅꯥ
পীথোকপীনবা	ꯄꯤꯊꯣꯛꯄꯤꯅꯕꯥ
সমপ্রদাই	ꯁꯝꯄ꯭ꯔꯗꯥꯢ
তোয়োতা	ꯇꯣꯌꯣꯇꯥ
লায়্রবগী	ꯂꯥꯢꯔꯕꯒꯤ
ইগজিবিটর	ꯏꯒꯖꯤꯕꯤꯇꯔ
য়াওদবনা	ꯌꯥꯎꯗꯕꯅꯥ
ফূবিরেদো	ꯐꯨꯕꯤꯔꯦꯗꯣ
ফিয়োং	ꯐꯤꯌꯣꯡ
বেনিফিৎনচিংবা	ꯕꯦꯅꯤꯐꯤꯠꯅꯆꯤꯡꯕꯥ
মন্সুখ	ꯃꯟꯁꯨꯈ
ফজৈ	ꯐꯖꯩ
লোকেলগী	ꯂꯣꯀꯦꯜꯒꯤ
স্বাস্তা	ꯁ꯭ꯋꯥꯁꯇꯥ
ইনক্বারিগী	ꯏꯟꯀ꯭ꯋꯥꯔꯤꯒꯤ
কপ্ফল্লে	ꯀꯞꯐꯜꯂꯦ
পীরকলগনি	ꯄꯤꯔꯛꯂꯒꯅꯤ
থৌরাংদা	ꯊꯧꯔꯥꯡꯗꯥ
ব্রহ্মপুত্রা	ꯕ꯭ꯔꯍꯃꯄꯨꯇ꯭ꯔꯥ
খোনোমনা	ꯈꯣꯅꯣꯝꯅꯥ
রোদ	ꯔꯣꯗ
পুসকার	ꯄꯨꯁꯀꯥꯔ
পাংথোরকখিবনি	ꯄꯥꯡꯊꯣꯔꯛꯈꯤꯕꯅꯤ
শোক্নিঙাই	ꯁꯣꯛꯅꯤꯉꯥꯢ
সিমানা	ꯁꯤꯃꯥꯅꯥ
মনাক্তা	ꯃꯅꯥꯛꯇꯥ
য়েংশিনবদগী	ꯌꯦꯡꯁꯤꯟꯕꯗꯒꯤ
য়াদ্রেকো	ꯌꯥꯗꯔꯦꯀꯣ
সোসাইতিগী	ꯁꯣꯁꯥꯢꯇꯤꯒꯤ
খোমগৎলবা	ꯈꯣꯝꯒꯠꯂꯕꯥ
মফমদুদগী	ꯃꯐꯝꯗꯨꯗꯒꯤ
লৌখৎনরি	ꯂꯧꯈꯠꯅꯔꯤ
ত্বেন্তিটু	ꯇ꯭ꯋꯦꯟꯇꯤꯇꯨ
ইসমাইলবু	ꯏꯁꯃꯥꯢꯜꯕꯨ
ইতালক্তা	ꯏꯇꯥꯂꯛꯇꯥ
শুগায়্না	ꯁꯨꯒꯥꯢꯅꯥ
য়াখিদবদগী	ꯌꯥꯈꯤꯗꯕꯗꯒꯤ
বেলআউটশিং	ꯕꯦꯂꯑꯥꯎꯠꯁꯤꯡ
ইন্তরতেনমেন্ট	ꯏꯟꯇꯔꯇꯦꯟꯃꯦꯟ꯭ꯇ
বাওনম	ꯕꯥꯎꯅꯝ
থৌদোকশিং	ꯊꯧꯗꯣꯛꯁꯤꯡ
মমাগীদমক্তা	ꯃꯃꯥꯒꯤꯗꯃꯛꯇꯥ
তুংলমচৎতা	ꯇꯨꯡꯂꯝꯆꯠꯇꯥ
শম্বৈ	ꯁꯝꯕꯩ
কোং	ꯀꯣꯡ
উক্রোং	ꯎꯀ꯭ꯔꯣꯡ
লমনগী	ꯂꯝꯅꯒꯤ
লাউথোক্নরক্লি	ꯂꯥꯎꯊꯣꯛꯅꯔꯛꯂꯤ
শুরি	ꯁꯨꯔꯤ
পঞ্চায়াতিরাজ	ꯄꯟꯆꯥꯌꯥꯇꯤꯔꯥꯖ
মেথৎশিং	ꯃꯦꯊꯠꯁꯤꯡ
সোনোৱালনচিংবা	ꯁꯣꯅꯣꯋꯥꯂꯅꯆꯤꯡꯕꯥ
চুরক্তবা	ꯆꯨꯔꯛꯇꯕꯥ
লেপ্নরে	ꯂꯦꯞꯅꯔꯦ
সঙ্গিৎকী	ꯁꯪꯒꯤꯠꯀꯤ
মসু	ꯃꯁꯨ
ভলানা	ꯚꯂꯥꯅꯥ
সার্কল	ꯁꯥꯔꯀꯜ
এন্দ্রিয়া	ꯑꯦꯟꯗ꯭ꯔꯤꯌꯥ
সেক্পীগী	ꯁꯦꯛꯄꯤꯒꯤ
সাহা	ꯁꯥꯍꯥ
পানরম্বদগী	ꯄꯥꯅꯔꯝꯕꯗꯒꯤ
নিমবস	ꯅꯤꯝꯕꯁ
টোইন্তিফোর	ꯇꯣꯢꯟꯇꯤꯐꯣꯔ
হেন্দিক্রাফটস	ꯍꯦꯟꯗꯤꯀ꯭ꯔꯥꯐꯇꯁ
মান্ননবা	ꯃꯥꯟꯅꯅꯕꯥ
হুনপুং	ꯍꯨꯟꯄꯨꯡ
এফকীদা	ꯑꯦꯐꯀꯤꯗꯥ
মখাইদগী	ꯃꯈꯥꯢꯗꯒꯤ
হায়্রুবদা	ꯍꯥꯢꯔꯨꯕꯗꯥ
তমলম্মী	ꯇꯝꯂꯝꯃꯤ
থিজিল্লি	ꯊꯤꯖꯤꯜꯂꯤ
কোএদজুটেন্ট	ꯀꯣꯑꯦꯗꯖꯨꯇꯦꯟ꯭ꯇ
খুম্নদবগী	ꯈꯨꯝꯅꯗꯕꯒꯤ
মেদিকেলগী	ꯃꯦꯗꯤꯀꯦꯜꯒꯤ
পীরক্পা	ꯄꯤꯔꯛꯄꯥ
তেব্লেটশিং	ꯇꯦꯕꯂꯦꯠꯁꯤꯡ
থোক্কদবা	ꯊꯣꯛꯀꯗꯕꯥ
কক্না	ꯀꯛꯅꯥ
সোর্ট	ꯁꯣꯔ꯭ꯇ
কেন্দ্রদগীনি	ꯀꯦꯟꯗ꯭ꯔꯗꯒꯤꯅꯤ
ভতিয়ানা	ꯚꯇꯤꯌꯥꯅꯥ
খনগদবনি	ꯈꯟꯒꯗꯕꯅꯤ
য়োর্কতা	ꯌꯣꯔ꯭ꯀꯇꯥ
কৃসি	ꯀ꯭ꯔꯤꯁꯤ
ক্লাসিক	ꯀ꯭ꯂꯥꯁꯤꯛ
সমস্যাশিংগী	ꯁꯝꯁ꯭ꯌꯥꯁꯤꯡꯒꯤ
এফিয়ারস	ꯑꯦꯐꯤꯌꯥꯔꯁ
ৱাইরম্নচিংবা	ꯋꯥꯢꯔꯝꯅꯆꯤꯡꯕꯥ
কোনুংগীদমক্তা	ꯀꯣꯅꯨꯡꯒꯤꯗꯃꯛꯇꯥ
নিপান্না	ꯅꯤꯄꯥꯟꯅꯥ
প্রোতোইনা	ꯄ꯭ꯔꯣꯇꯣꯢꯅꯥ
তান্থোক্খিবা	ꯇꯥꯟꯊꯣꯛꯈꯤꯕꯥ
খুৎশিন্নখিবনি	ꯈꯨꯠꯁꯤꯟꯅꯈꯤꯕꯅꯤ
বেটরি	ꯕꯦꯇꯔꯤ
চাউরপ	ꯆꯥꯎꯔꯞ
জেলদা	ꯖꯦꯜꯗꯥ
সন্দিব	ꯁꯟꯗꯤꯕ
পোল্লুবা	ꯄꯣꯜꯂꯨꯕꯥ
নিংশিংবগা	ꯅꯤꯡꯁꯤꯡꯕꯒꯥ
এক্তিভ	ꯑꯦꯛꯇꯤꯚ
পুনেনা	ꯄꯨꯅꯦꯅꯥ
থৌগৎতে	ꯊꯧꯒꯠꯇꯦ
তোঙানগদবনি	ꯇꯣꯉꯥꯟꯒꯗꯕꯅꯤ
জানুৱারী	ꯖꯥꯅꯨꯋꯥꯔꯤ
য়াইফনবগীদমক্তনি	ꯌꯥꯢꯐꯅꯕꯒꯤꯗꯃꯛꯇꯅꯤ
গুৱাহাতিনা	ꯒꯨꯋꯥꯍꯥꯇꯤꯅꯥ
শাদান্বগী	ꯁꯥꯗꯥꯟꯕꯒꯤ
চাউই	ꯆꯥꯎꯏ
সমির	ꯁꯃꯤꯔ
নিংতমহন্নবগী	ꯅꯤꯡꯇꯝꯍꯟꯅꯕꯒꯤ
গদ্রক	ꯒꯗ꯭ꯔꯛ
আইটতা	ꯑꯥꯢꯠꯇꯥ
জুৱান	ꯖꯨꯋꯥꯟ
গোপাল	ꯒꯣꯄꯥꯜ
থোংনাউ	ꯊꯣꯡꯅꯥꯎ
মপুক্চেল্	ꯃꯄꯨꯛꯆꯦꯜ
লোইশিনবীনবা	ꯂꯣꯢꯁꯤꯟꯕꯤꯅꯕꯥ
পাউশিংনা	ꯄꯥꯎꯁꯤꯡꯅꯥ
অঙানবনি	ꯑꯉꯥꯟꯕꯅꯤ
পেজিতিব	ꯄꯦꯖꯤꯇꯤꯕ
গোখলদা	ꯒꯣꯈꯜꯗꯥ
লোইরেদনা	ꯂꯣꯢꯔꯦꯗꯅꯥ
কাউঙমলরোইদবা	ꯀꯥꯎꯉꯝꯔꯣꯢꯗꯕꯥ
সঙ্গিৎ	ꯁꯪꯒꯤꯠ
কোকপীনবগী	ꯀꯣꯛꯄꯤꯅꯕꯒꯤ
তকশিল্লবা	ꯇꯛꯁꯤꯜꯂꯕꯥ
ফিজিওথেরাফি	ꯐꯤꯖꯤꯑꯣꯊꯦꯔꯥꯐꯤ
যাদব	ꯌꯥꯗꯕ
পাল্লবা	ꯄꯥꯜꯂꯕꯥ
পুমনমক্তা	ꯄꯨꯝꯟꯃꯛꯇꯥ
য়াওবগী	ꯌꯥꯎꯕꯒꯤ
মগুনবু	ꯃꯒꯨꯟꯕꯨ
অমমমতমক	ꯑꯃꯃꯝꯇꯃꯛ
শিন্ননবা	ꯁꯤꯟꯅꯅꯕꯥ
পূম্ওন্	ꯄꯨꯝꯑꯣꯟ
তৌনিংদবগী	ꯇꯧꯅꯤꯡꯗꯕꯒꯤ
ভাসন	ꯚꯥꯁꯟ
পিনারায়ি	ꯄꯤꯅꯥꯔꯥꯌꯤ
রন্ধোনি	ꯔꯟꯙꯣꯅꯤ
ষ্টাইপেন্ট	ꯁ꯭ꯇꯥꯢꯄꯦꯟ꯭ꯇ
নকশিল্লকপদা	ꯅꯛꯁꯤꯜꯂꯛꯄꯗꯥ
ইন্সটিট্যুটশিং	ꯏꯟ꯭ꯁꯇꯤꯇ꯭ꯌꯨꯠꯁꯤꯡ
ফোর্সতা	ꯐꯣꯔ꯭ꯁꯇꯥ
থম্লিবা	ꯊꯝꯂꯤꯕꯥ
নাগাউন	ꯅꯥꯒꯥꯎꯟ
য়োক্লক্পনা	ꯌꯣꯛꯂꯛꯄꯅꯥ
লৌরোইদবনি	ꯂꯧꯔꯣꯢꯗꯕꯅꯤ
আমির	ꯑꯥꯃꯤꯔ
লৈরক্পনা	ꯂꯩꯔꯛꯄꯅꯥ
পায়দুনা	ꯄꯥꯢꯗꯨꯅꯥ
প্রোজেক্টশিংগুম্বা	ꯄ꯭ꯔꯣꯖꯦꯛ꯭ꯇꯁꯤꯡꯒꯨꯝꯕꯥ
ঐহাক্পু	ꯑꯩꯍꯥꯛꯄꯨ
রিভোলবিং	ꯔꯤꯚꯣꯜꯕꯤꯡ
ইদাপদি	ꯏꯗꯥꯞꯗꯤ
ওফিসকা	ꯑꯣꯐꯤꯁꯀꯥ
লিংখৎপীনবা	ꯂꯤꯡꯈꯠꯄꯤꯟꯕꯥ
ঙক্তুনা	ꯉꯛꯇꯨꯅꯥ
নগর	ꯅꯒꯔ
নুমিত্তুগী	ꯅꯨꯃꯤꯠꯇꯨꯒꯤ
ইসু	ꯏꯁꯨ
হেনবদা	ꯍꯦꯟꯕꯗꯥ
লোক্	ꯂꯣꯛ
লৈজরবসু	ꯂꯩꯖꯔꯕꯁꯨ
ওইবা	ꯑꯣꯢꯕꯥ
ফ্রাইট	ꯐ꯭ꯔꯥꯢꯠ
টগ	ꯇꯒ
লাক্ইকা	ꯂꯥꯛꯏꯀꯥ
য়াওদনদি	ꯌꯥꯎꯗꯅꯗꯤ
এনভাইরোনমেন্ট	ꯑꯦꯟꯚꯥꯢꯔꯣꯟꯃꯦꯟ꯭ꯇ
সংসদনা	ꯁꯪꯁꯗꯅꯥ
লেংয়ান	ꯂꯦꯡꯌꯥꯟ
লৌথখি	ꯂꯧꯊꯈꯤ
লাকশিন্ননবা	ꯂꯥꯛꯁꯤꯟꯅꯟꯕꯥ
মেমোরিয়েলগী	ꯃꯦꯃꯣꯔꯤꯌꯦꯜꯒꯤ
গুৱাহাতিদা	ꯒꯨꯋꯥꯍꯥꯇꯤꯗꯥ
খুদোংচাগদবা	ꯈꯨꯗꯣꯡꯆꯥꯒꯗꯕꯥ
লিগ	ꯂꯤꯒ
লৌফমশিংদা	ꯂꯧꯐꯝꯁꯤꯡꯗꯥ
হন্নখ্রে	ꯍꯟꯅꯈ꯭ꯔꯦ
বজ্ররং	ꯕꯖ꯭ꯔꯔꯪ
য়াহৌ	ꯌꯥꯍꯧ
য়েন্দ্রেনবম	ꯌꯦꯟꯗ꯭ꯔꯦꯟꯕꯝ
ভেলিট	ꯚꯦꯂꯤꯠ
মরুদা	ꯃꯔꯨꯗꯥ
দোনবোস্কো	ꯗꯣꯟꯕꯣꯁꯀꯣ
এক্সপোর্ট	ꯑꯦꯛ꯭ꯁꯄꯣꯔ꯭ꯇ
চৎহন্নবা	ꯆꯠꯍꯟꯅꯕꯥ
সাম্রিক	ꯁꯥꯃ꯭ꯔꯤꯛ
নুমিদংৱাইরম	ꯅꯨꯃꯤꯗꯥꯡꯋꯥꯢꯔꯝ
এদগী	ꯑꯦꯗꯒꯤ
তাংহন্দবগীদমক	ꯇꯥꯡꯍꯟꯗꯕꯒꯤꯗꯃꯛ
নুপিদী	ꯅꯨꯄꯤꯗꯤ
য়েন্থোকপগা	ꯌꯦꯟꯊꯣꯛꯄꯒꯥ
লৈমিননরক্লি	ꯂꯩꯃꯤꯟꯅꯔꯛꯂꯤ
ৱেলডিং	ꯋꯦꯜꯗꯤꯡ
পোইরৈ	ꯄꯣꯢꯔꯩ
লুচিংবশিংদসু	ꯂꯨꯆꯤꯡꯕꯁꯤꯡꯗꯁꯨ
চেনখিবনি	ꯆꯦꯟꯈꯤꯕꯅꯤ
খরুঙ	ꯈꯔꯨꯡ
খয়াত্তা	ꯈꯌꯥꯠꯇꯥ
ক্রিসিগী	ꯀ꯭ꯔꯤꯁꯤꯒꯤ
অতোপ্পশিংদগী	ꯑꯇꯣꯞꯄꯁꯤꯡꯗꯒꯤ
প্রসিদেন্ত্	ꯄ꯭ꯔꯁꯤꯗꯦꯟ꯭ꯇ
ক্বাটরশিং	ꯀ꯭ꯋꯥꯇꯔꯁꯤꯡ
পায়রি	ꯄꯥꯢꯔꯤ
বেতৱা	ꯕꯦꯠꯋꯥ
মপাং	ꯃꯄꯥꯡ
পেদিয়াত্রিক	ꯄꯦꯗꯤꯌꯥꯇ꯭ꯔꯤꯛ
তম্লক্তবগী	ꯇꯝꯂꯛꯇꯕꯒꯤ
বিদ্যালয়	ꯕꯤꯗ꯭ꯌꯥꯂꯌ
কায়হন্দনবা	ꯀꯥꯢꯍꯟꯗꯅꯕꯥ
চোংথোক্তুনা	ꯆꯣꯡꯊꯣꯛꯇꯨꯅꯥ
গীদমক	ꯒꯤꯗꯃꯛ
নিট	ꯅꯤꯠ
রাইশিংবু	ꯔꯥꯢꯁꯤꯡꯕꯨ
থৌশাদনা	ꯊꯧꯁꯥꯗꯅꯥ
হনুবসি	ꯍꯅꯨꯕꯁꯤ
আয়ুসমান	ꯑꯥꯌꯨꯁꯃꯥꯟ
চেন্নবশিংগী	ꯆꯦꯟꯅꯕꯁꯤꯡꯒꯤ
গলর্স	ꯒꯂꯔ꯭ꯁ
আরোবিন্দোগী	ꯑꯥꯔꯣꯕꯤꯟꯗꯣꯒꯤ
পন্থরবদি	ꯄꯟꯊꯔꯕꯗꯤ
রাইতিং	ꯔꯥꯢꯇꯤꯡ
তারবশিংদা	ꯇꯥꯔꯕꯁꯤꯡꯗꯥ
লৈকোল	ꯂꯩꯀꯣꯜ
য়োজনাগুম্বা	ꯌꯣꯖꯅꯥꯒꯨꯝꯕꯥ
হক্চাংদু	ꯍꯛꯆꯥꯡꯗꯨ
কোনতেগ	ꯀꯣꯟꯇꯦꯒ
য়োনখি	ꯌꯣꯟꯈꯤ
চাংয়েংদা	ꯆꯥꯡꯌꯦꯡꯗꯥ
ক্ৱাক্	ꯀ꯭ꯋꯥꯛ
ঙম্বশিংদা	ꯉꯝꯕꯁꯤꯡꯗꯥ
রাজনীতি	ꯔꯥꯖꯅꯤꯇꯤ
ফাওরক্খি	ꯐꯥꯎꯔꯛꯈꯤ
তোতেল	ꯇꯣꯇꯦꯜ
অসিনি	ꯑꯁꯤꯅꯤ
কাপথোক্লগনি	ꯀꯥꯞꯊꯣꯛꯂꯒꯅꯤ
থাদরকপদা	ꯊꯥꯗꯔꯛꯄꯗꯥ
জিলাশিংদনা	ꯖꯤꯂꯥꯁꯤꯡꯗꯅꯥ
ইন্নিসিয়েতিভকী	ꯏꯟꯅꯤꯁꯤꯌꯦꯇꯤꯚꯀꯤ
ত্রাইবেলস	ꯇ꯭ꯔꯥꯢꯕꯦꯜꯁ
লৈরুরো	ꯂꯩꯔꯨꯔꯣ
অনীদুনা	ꯑꯅꯤꯗꯨꯅꯥ
উচেকশিংদগীসু	ꯎꯆꯦꯛꯁꯤꯡꯗꯒꯤꯁꯨ
সোমানন্দ	ꯁꯣꯃꯥꯅꯟ꯭ꯗ
থোকখ্রবসু	ꯊꯣꯛꯈ꯭ꯔꯕꯁꯨ
ভবনা	ꯚꯕꯅꯥ
ইরমখি	ꯏꯔꯝꯈꯤ
কলারিপয়াতু	ꯀꯂꯥꯔꯤꯄꯌꯥꯇꯨ
খঙহনবীয়ু	ꯈꯪꯍꯟꯕꯤꯌꯨ
খুংগঙ	ꯈꯨꯡꯒꯡ
চত্তা	ꯆꯠꯇꯥ
নচা	ꯅꯆꯥ
হারিয়ানাগী	ꯍꯥꯔꯤꯌꯥꯅꯥꯒꯤ
আইফি	ꯑꯥꯢꯐꯤ
অরিন্দম	ꯑꯔꯤꯟꯗꯝ
খপ্লদুনা	ꯈꯞꯂꯗꯨꯅꯥ
লোককী	ꯂꯣꯛꯀꯤ
খংহনবদা	ꯈꯪꯍꯟꯕꯗꯥ
থুগাইরে	ꯊꯨꯒꯥꯢꯔꯦ
প্রোক্সি	ꯄ꯭ꯔꯣꯛꯁꯤ
কোন্বা	ꯀꯣꯟꯕꯥ
লোত্লুরে	ꯂꯣꯠꯂꯨꯔꯦ
থোক্লরোই	ꯊꯣꯛꯂꯔꯣꯢ
ওইশিল্লকপসিদা	ꯑꯣꯢꯁꯤꯜꯂꯛꯄꯁꯤꯗꯥ
ঙাকশেন্ননবগীদমক	ꯉꯥꯛꯁꯦꯟꯅꯅꯕꯒꯤꯗꯃꯛ
মোত	ꯃꯣꯠ
অমর	ꯑꯃꯔ
নায়না	ꯅꯥꯢꯅꯥ
মশাদু	ꯃꯁꯥꯗꯨ
পাকিস্তানদা	ꯄꯥꯀꯤꯁꯇꯥꯟꯗꯥ
অহাউবদি	ꯑꯍꯥꯎꯕꯗꯤ
পাইলোটশিংনা	ꯄꯥꯢꯂꯣꯠꯁꯤꯡꯅꯥ
ইরম	ꯏꯔꯝ
ঙমহনবগীদমকসু	ꯉꯝꯍꯟꯕꯒꯤꯗꯃꯛꯁꯨ
কাখত্লক্লে	ꯀꯥꯈꯠꯂꯛꯂꯦ
শেন্বা	ꯁꯦꯟꯕꯥ
য়েলহৌ	ꯌꯦꯜꯍꯧ
গোরাখপুরগী	ꯒꯣꯔꯥꯈꯄꯨꯔꯒꯤ
হেনগৎলকপদা	ꯍꯦꯟꯒꯠꯂꯛꯄꯗꯥ
পাক্লিবা	ꯄꯥꯛꯂꯤꯕꯥ
ফাগৎপগা	ꯐꯥꯒꯠꯄꯒꯥ
শেনমিৎলোন	ꯁꯦꯟꯃꯤꯠꯂꯣꯟ
কিদুনা	ꯀꯤꯗꯨꯅꯥ
নোংচুপ্	ꯅꯣꯡꯆꯨꯞ
লান্গীদমক্তা	ꯂꯥꯟꯒꯤꯗꯃꯛꯇꯥ
পেসেঞ্জরশিং	ꯄꯦꯁꯦꯟꯖꯔꯁꯤꯡ
কন্টিঞ্জেন্টকী	ꯀꯟꯇꯤꯟꯖꯦꯟ꯭ꯇꯀꯤ
খন্নরে	ꯈꯟꯅꯔꯦ
আমর	ꯑꯥꯃꯔ
কথাইনবা	ꯀꯊꯥꯢꯟꯕꯥ
অচারিয়া	ꯑꯆꯥꯔꯤꯌꯥ
দুকানশিং	ꯗꯨꯀꯥꯟꯁꯤꯡ
ইবসা	ꯏꯕꯁꯥ
ত্রান্সজেন্দর	ꯇ꯭ꯔꯥꯟ꯭ꯁꯖꯦꯟꯗꯔ
ইন্টু	ꯏꯟꯇꯨ
তৌথোকপীয়ু	ꯇꯧꯊꯣꯛꯄꯤꯌꯨ
রিভর্স	ꯔꯤꯚꯔ꯭ꯁ
য়াংশিনখি	ꯌꯥꯡꯁꯤꯟꯈꯤ
কোকোমিগী	ꯀꯣꯀꯣꯃꯤꯒꯤ
নুংনাংবশিং	ꯅꯨꯡꯅꯥꯡꯕꯁꯤꯡ
শুরকপদা	ꯁꯨꯔꯛꯄꯗꯥ
ফংলগা	ꯐꯪꯂꯒꯥ
ঙায়বীনবসু	ꯉꯥꯢꯕꯤꯅꯕꯁꯨ
সেমানা	ꯁꯦꯃꯥꯅꯥ
কারকপশিংদা	ꯀꯥꯔꯛꯄꯁꯤꯡꯗꯥ
অদুদগীদি	ꯑꯗꯨꯗꯒꯤꯗꯤ
য়েন্বিনি	ꯌꯦꯟꯕꯤꯅꯤ
পাম্নরক্লি	ꯄꯥꯝꯅꯔꯛꯂꯤ
প্রদেসতা	ꯄ꯭ꯔꯗꯦꯁꯇꯥ
পাঙথোক্নখিদে	ꯄꯥꯡꯊꯣꯛꯅꯈꯤꯗꯦ
বহাদুরগী	ꯕꯍꯥꯗꯨꯔꯒꯤ
লেকচরর	ꯂꯦꯛꯆꯔꯔ
ফিভমগী	ꯐꯤꯚꯝꯒꯤ
থাবাতোন্গী	ꯊꯥꯕꯥꯇꯣꯟꯒꯤ
মহারাষ্ট্র	ꯃꯍꯥꯔꯥꯁꯇ꯭ꯔ
লেংবু	ꯂꯦꯡꯕꯨ
মশেনগী	ꯃꯁꯦꯟꯒꯤ
চৈরম্লগা	ꯆꯩꯔꯝꯂꯒꯥ
কোহিকোরদা	ꯀꯣꯍꯤꯀꯣꯔꯗꯥ
ওন্	ꯑꯣꯟ
নৌপাদি	ꯅꯧꯄꯥꯗꯤ
রাজপটতা	ꯔꯥꯖꯄꯠꯇꯥ
ওমেগানা	ꯑꯣꯃꯦꯒꯥꯅꯥ
পরাদ্বিপতগী	ꯄꯔꯥꯗ꯭ꯋꯤꯞꯇꯒꯤ
খোঙ্হাম্বুন্দু	ꯈꯣꯡꯍꯥꯝꯕꯨꯟꯗꯨ
হিংশাদা	ꯍꯤꯡꯁꯥꯗꯥ
হেনগৎনবসু	ꯍꯦꯟꯒꯠꯅꯕꯁꯨ
থরিঙৈদা	ꯊꯔꯤꯉꯩꯗꯥ
পারপ্না	ꯄꯥꯔꯞꯅꯥ
য়েংশিনবগী	ꯌꯦꯡꯁꯤꯟꯕꯒꯤ
হোষ্টেলসু	ꯍꯣꯁꯇꯦꯜꯁꯨ
লৌরীদা	ꯂꯧꯔꯤꯗꯥ
তরেৎমক	ꯇꯔꯦꯠꯃꯛ
মীতিনদা	ꯃꯤꯇꯤꯟꯗꯥ
